,tpm
AC006199.1,0
AC006205.1,0.0787066
AC006205.2,0.0847115
AC006206.1,0.00525333
AC006206.2,0.812282
AC006207.1,0.175276
AC006210.1,0
AC006210.2,0
AC006213.1,0.5580359
AC006213.2,1.932111
AC006213.3,0.396843
AC006213.4,0.406158
AC006213.5,0.415387
AC006213.6,0
AC006236.1,0
AC006237.1,0
AC006238.1,1.5821
AC006238.2,0
AC006249.1,0
AC006252.1,1.88033
AC006254.1,0.658591
AC006254.2,0.295389
AC006254.3,0
AC006262.1,0.279302
AC006262.2,0.232735
AC006262.3,0
AC006262.4,0
AC006270.1,0
AC006270.2,0
AC006270.3,0
AC006272.1,0.0449882
AC006272.2,0.410488
AC006273.1,0.563595
AC006277.1,0
AC006288.1,0
AC006296.1,0
AC006296.2,0
AC006299.1,0.7009982
AC006305.1,0.27825
AC006305.2,0
AC006305.3,0
AC006326.1,0
AC006328.1,0
AC006328.2,0
AC006329.1,0.415447
AC006329.2,0
AC006330.1,0
AC006333.1,0
AC006333.2,2.28137
AC006335.1,0
AC006335.2,0
AC006335.3,0.134642
AC006338.1,0
AC006338.2,0
AC006349.1,0
AC006355.1,0
AC006355.2,1.4883
AC006357.1,0.333555
AC006359.1,0
AC006359.2,0.8504746
AC006359.3,0.821368
AC006359.4,0.18288
AC006362.1,3.51067
AC006363.1,0
AC006366.1,0
AC006369.1,0.511984
AC006369.2,1.2073
AC006372.1,0
AC006372.2,0
AC006372.3,0
AC006372.4,0
AC006378.1,1.00545
AC006378.2,0
AC006380.1,0
AC006386.1,0
AC006386.2,0
AC006387.1,1.2394487
AC006390.1,0
AC006427.1,0
AC006435.1,0.158365
AC006435.2,3.914354
AC006435.3,0
AC006435.4,0
AC006435.5,0
AC006441.1,1.03486
AC006441.2,0
AC006441.3,0
AC006441.4,0
AC006441.5,0
AC006445.1,0
AC006445.2,0.399576
AC006449.1,0
AC006449.10,0.212328
AC006449.2,1.23049
AC006449.3,0.476985
AC006449.4,37.2097
AC006449.5,0.212328
AC006449.6,2.15457
AC006449.7,0
AC006449.8,0
AC006449.9,2.15457
AC006450.1,0.594737
AC006450.2,0.678468
AC006450.3,0.635263
AC006452.1,0
AC006453.1,0
AC006453.2,8.68269
AC006453.3,0
AC006453.4,0.0941427
AC006453.5,0
AC006455.1,0
AC006455.2,0
AC006455.3,0
AC006455.4,0
AC006455.5,0.01797895
AC006455.6,0
AC006455.7,0
AC006455.8,0
AC006457.1,0
AC006458.1,0
AC006460.1,0.2608259
AC006460.2,2.6139905
AC006461.1,0
AC006463.1,0
AC006466.1,0
AC006480.1,0.585903
AC006480.2,2.20281
AC006482.1,0
AC006483.1,0
AC006483.2,0.399192
AC006484.1,0
AC006486.1,0
AC006486.2,0
AC006487.1,0.0161565
AC006487.2,0.126525
AC006499.1,0
AC006499.2,0
AC006499.3,0
AC006499.4,0
AC006499.5,0
AC006499.6,0
AC006499.7,0
AC006499.8,0
AC006504.1,0.655179
AC006504.2,0
AC006504.3,1.99854
AC006504.4,0
AC006504.5,16.667968
AC006504.6,0
AC006504.7,0
AC006504.8,4.97378
AC006509.1,2.98655
AC006509.2,0.0766433
AC006511.1,0
AC006511.2,0.0349544
AC006511.3,0
AC006511.4,0
AC006511.5,0.351757
AC006512.1,0.542292
AC006512.2,0.109431
AC006517.1,0
AC006518.1,0.00734103
AC006518.2,0
AC006518.3,0.00734103
AC006518.4,0
AC006518.5,0.00734103
AC006518.6,0
AC006518.7,0
AC006518.8,0
AC006529.1,0
AC006530.1,0
AC006538.1,0.492263
AC006538.2,1.06555
AC006538.3,0.0841394
AC006539.1,0.135254
AC006539.2,0.512509
AC006539.3,0
AC006547.1,7.126964
AC006547.2,0
AC006547.3,0.0682185
AC006548.1,3.42533
AC006548.2,0
AC006548.3,0
AC006557.1,0.315817
AC006557.2,0
AC006557.3,0
AC006557.4,0
AC006557.5,0.0532223
AC006557.6,0
AC006566.1,0.250939
AC006581.1,0
AC006581.2,0
AC006600.1,0
AC006600.2,0
AC006840.1,0
AC006924.1,0
AC006927.1,0
AC006927.2,0
AC006927.3,0
AC006927.4,0
AC006927.5,0
AC006942.1,1.12669
AC006946.1,0
AC006946.2,1.25399
AC006946.3,0.291406
AC006947.1,0.452167
AC006960.1,0
AC006960.2,0.459188
AC006960.3,2.27733
AC006963.1,0
AC006965.1,0
AC006967.1,0
AC006967.2,0
AC006967.3,1.3788
AC006970.1,0
AC006970.2,0
AC006970.3,0
AC006971.1,0
AC006972.1,0
AC006974.1,0
AC006974.2,0
AC006978.1,8.20228
AC006978.2,0.834963
AC006986.1,0
AC006987.1,2.74714
AC006987.2,20.0011
AC006987.3,0
AC006987.4,0
AC006989.1,0
AC006994.1,0.0509699
AC006994.2,0.0512558
AC007000.1,0.996489
AC007000.2,0.815692
AC007000.3,0.179014
AC007001.1,0.034228
AC007003.1,0
AC007009.1,0
AC007012.1,0.432564
AC007012.2,0
AC007014.1,0.0389684
AC007014.2,0.948152
AC007016.1,0
AC007029.1,0.117278
AC007032.1,0.725866
AC007036.1,0.44138
AC007036.2,0.220999
AC007036.3,0
AC007038.1,1.80303
AC007038.2,2.73903
AC007040.1,0.28068
AC007040.2,0.3951105
AC007041.1,0
AC007064.1,0
AC007064.2,0.0522081
AC007064.3,0
AC007064.4,0.133893
AC007066.1,0
AC007066.2,3.60618
AC007068.1,0
AC007068.2,0
AC007091.1,0
AC007092.1,0
AC007098.1,0.6141584
AC007098.2,0
AC007099.1,1.18212
AC007099.2,0
AC007100.1,0
AC007106.1,0
AC007114.1,3.10943
AC007114.2,0.549059
AC007115.1,0
AC007126.1,1.54826
AC007128.1,0.0100627
AC007128.2,0.161009
AC007132.1,0
AC007136.1,0
AC007151.1,0.0550676
AC007159.1,0.00372325
AC007160.1,0.113093
AC007161.1,0
AC007161.2,0.0180989
AC007161.3,0.469343
AC007163.1,0.0725988
AC007179.1,0
AC007179.2,0
AC007179.3,0
AC007182.1,0.0431045
AC007182.2,0.446361
AC007191.1,0
AC007192.1,0.187686
AC007192.2,0
AC007193.1,0
AC007193.2,0.228307
AC007193.3,0
AC007204.1,0.0446309
AC007204.2,0
AC007207.1,1.394792
AC007207.2,0
AC007215.1,0
AC007216.1,0.397929
AC007216.2,1.04448
AC007216.3,0.646882
AC007216.4,1.13929
AC007216.5,0
AC007218.1,0
AC007218.2,6.1237
AC007220.1,1.1579
AC007221.1,0
AC007221.2,0
AC007223.1,0
AC007224.1,0
AC007224.2,0
AC007225.1,0.0304975
AC007225.2,0
AC007228.1,0.223427
AC007229.1,0.154224
AC007237.1,0
AC007238.1,0
AC007240.1,0
AC007240.2,0
AC007241.1,0
AC007249.1,0.0531832
AC007249.2,2.629478
AC007250.1,0.202904
AC007253.1,0
AC007255.1,0
AC007255.2,0
AC007256.1,0.0195758
AC007262.1,0
AC007262.2,0
AC007272.1,0.324338
AC007274.1,0
AC007274.2,0
AC007274.3,0
AC007275.1,0
AC007277.1,0.0593808
AC007278.1,0.0146668
AC007278.2,0
AC007279.1,0.306746
AC007283.1,3.06334
AC007283.2,3.53881
AC007285.1,0.874826
AC007285.2,0.544059
AC007292.1,2.57677
AC007292.2,0.234067
AC007292.3,0.634871
AC007298.1,0
AC007298.2,0
AC007308.1,0
AC007312.1,0
AC007314.1,0.0886439
AC007317.1,0
AC007318.1,0.905815
AC007318.2,2.58561
AC007319.1,0.1339663
AC007322.1,0
AC007322.2,0
AC007322.3,0
AC007322.4,0
AC007325.1,0
AC007325.2,0.727196
AC007325.3,0.0552883
AC007325.4,0.0170972
AC007326.1,0
AC007326.2,0.0262788
AC007326.3,0
AC007326.4,0.14979
AC007326.5,12.985025
AC007327.1,0.16613
AC007327.2,0
AC007333.1,0
AC007333.2,1.15739
AC007336.1,0.0185293
AC007336.2,0.22198
AC007336.3,0
AC007342.1,0.191382
AC007342.2,0.0766433
AC007342.3,0.186425
AC007342.4,9.4228946
AC007342.5,1.34917
AC007342.6,0
AC007342.7,0
AC007342.8,0
AC007342.9,0
AC007344.1,0.0603149
AC007346.1,0.0244502
AC007346.2,0
AC007347.1,0.145543
AC007347.2,1.17121
AC007349.1,0.0822915
AC007349.2,0
AC007349.3,0.0242742
AC007349.4,0.190066
AC007359.1,0.0300865
AC007362.1,0.6688458
AC007363.1,0
AC007364.1,0.357362
AC007365.1,0.712409
AC007365.2,0.0599187
AC007368.1,0.7736177
AC007368.2,0
AC007368.3,0.0227052
AC007368.4,0.0244081
AC007368.5,0
AC007370.1,0
AC007370.2,0
AC007375.1,0
AC007375.2,0.0157831
AC007376.1,0
AC007376.2,0
AC007378.1,0
AC007382.1,0
AC007383.1,0
AC007383.2,4.410586
AC007383.3,0
AC007383.4,4.410586
AC007383.5,0
AC007383.6,6.01972
AC007384.1,0.132866
AC007386.1,0.333232
AC007387.1,0
AC007388.1,4.0031737
AC007389.1,0.8845686
AC007389.2,0
AC007389.3,0.681247
AC007389.4,0.0274499
AC007389.5,0
AC007390.1,0
AC007390.2,1.87475
AC007391.1,0
AC007391.2,0
AC007394.1,0
AC007395.1,0
AC007402.1,0.228916
AC007403.1,0.399558
AC007405.1,0.998809
AC007405.2,0
AC007405.3,0
AC007406.1,0
AC007406.2,0.362093
AC007406.3,0
AC007406.4,0
AC007406.5,3.97632
AC007422.1,0.0202997
AC007422.2,0
AC007423.1,1.01237
AC007424.1,0.2942101
AC007431.1,0.0273141
AC007431.2,0.0437054
AC007431.3,0
AC007435.1,0
AC007448.1,0
AC007448.2,0.0819854
AC007448.3,0.0659137
AC007448.4,0
AC007450.1,0.720294
AC007450.2,0.273059
AC007450.3,0
AC007450.4,0
AC007458.1,0
AC007463.1,0
AC007485.1,0.288357
AC007485.2,0
AC007490.1,0
AC007491.1,0.0723338
AC007493.1,0.0496054
AC007493.2,0
AC007494.1,0.0363197
AC007494.2,0.162673
AC007494.3,0
AC007495.1,0.3202272
AC007495.2,0
AC007496.1,0
AC007496.2,2.63201
AC007496.3,0
AC007497.1,0.395399
AC007513.1,0
AC007527.1,0
AC007527.2,0
AC007529.1,0.18641
AC007529.2,0
AC007533.1,0.0243443
AC007536.1,0
AC007537.1,0.110458
AC007537.2,0.0252464
AC007537.3,0.0252464
AC007537.4,0.110458
AC007537.5,0.0551367
AC007540.1,0
AC007541.1,0.0261087
AC007546.1,1.76653
AC007546.2,0
AC007547.1,0
AC007547.2,0
AC007547.3,0
AC007551.1,0
AC007551.2,0.157413
AC007552.1,0
AC007552.2,0.0396059
AC007556.1,0
AC007557.1,0.0463485
AC007557.2,0
AC007557.3,0
AC007557.4,0
AC007559.1,0
AC007560.1,0
AC007562.1,0
AC007563.1,0
AC007563.2,0.260989
AC007563.3,0
AC007566.1,7.53781
AC007566.2,0
AC007568.1,0
AC007569.1,6.2386
AC007570.1,0
AC007595.1,0.275338
AC007598.1,0.106746
AC007598.2,0.139814
AC007598.3,0
AC007599.1,0
AC007599.2,0.27397
AC007601.1,0.152338
AC007601.2,0.0518867
AC007603.1,0.229788
AC007603.2,0
AC007603.3,0
AC007608.1,0.105806
AC007608.2,0
AC007608.3,0.1849
AC007608.4,0
AC007610.1,0.380051
AC007610.2,0.241557
AC007610.3,0.0668552
AC007610.4,0
AC007611.1,0.542321
AC007613.1,0.19416
AC007614.1,0
AC007614.2,0
AC007618.1,0.0304017
AC007618.2,0
AC007619.1,0.178246
AC007619.2,0.0411896
AC007619.3,0.0411896
AC007619.4,0.178246
AC007620.1,0
AC007620.2,0.443931
AC007620.3,0.105378
AC007621.1,0
AC007621.2,0
AC007622.1,0.235609
AC007622.2,1.414137
AC007631.1,0
AC007637.1,0.0460302
AC007638.1,0.0538514
AC007638.2,0.0324727
AC007639.1,1.28591
AC007652.1,0
AC007655.1,0
AC007656.1,1.53364
AC007656.2,0
AC007663.1,0.0476029
AC007663.2,0.0838246
AC007663.3,0.175343
AC007663.4,1.11503
AC007666.1,0.499362
AC007671.1,0.103346
AC007673.1,0
AC007677.1,0
AC007679.1,0.033924
AC007679.2,0
AC007679.3,0.033924
AC007679.4,0
AC007681.1,0.0691445
AC007683.1,0.142751
AC007683.2,0
AC007684.1,0
AC007685.1,0
AC007686.1,1.76585
AC007686.2,0.172987
AC007686.3,0.887291
AC007686.4,0
AC007687.1,0.869885
AC007688.1,0.310238
AC007688.2,0
AC007690.1,0
AC007718.1,0
AC007728.1,0.456071
AC007728.2,4.68505
AC007728.3,1.18613
AC007731.1,0.1349896
AC007731.2,0.868431
AC007731.3,0.084401
AC007731.4,0.0710522
AC007731.5,0.166616
AC007738.1,0.096103
AC007741.1,0
AC007742.1,0
AC007742.2,0
AC007743.1,1.3866367
AC007744.1,49.4456
AC007749.1,0
AC007750.1,0.00453422
AC007751.1,0
AC007751.2,0
AC007773.1,0.510514
AC007780.1,1.873523
AC007785.1,0.104966
AC007785.2,0
AC007785.3,1.92585
AC007786.1,0.5119995
AC007786.2,0
AC007786.3,0
AC007787.1,0
AC007787.2,0
AC007790.1,0
AC007792.1,0
AC007795.1,0
AC007823.1,0.562716
AC007834.1,0.0638323
AC007834.2,0.0987552
AC007842.1,0.53006
AC007842.2,0.53006
AC007846.1,0.0222505
AC007846.2,0
AC007848.1,0.123614
AC007848.2,0.136653
AC007849.1,0
AC007849.2,0
AC007861.1,0
AC007861.2,0.256905
AC007876.1,0.421171
AC007878.1,0.973472
AC007879.1,0.0447494
AC007879.2,0
AC007879.3,1.482711
AC007879.4,0.545638
AC007881.1,0
AC007881.2,0
AC007881.3,0.274661
AC007899.1,0.277067
AC007906.1,0.911521
AC007906.2,1.228045
AC007907.1,0
AC007908.1,0
AC007919.1,0
AC007919.2,0
AC007920.1,0.0202608
AC007920.2,0.0292059
AC007922.1,0
AC007922.2,0.292977
AC007922.3,0.0920263
AC007923.1,0.381836
AC007923.2,0.120789
AC007923.3,0
AC007923.4,0.246795
AC007938.1,0.0185654
AC007938.2,0.326883
AC007938.3,1.41553
AC007948.1,0
AC007950.1,0.0770465
AC007950.2,0.062172
AC007952.1,0.0083984
AC007952.2,0.107685233
AC007952.3,0
AC007952.4,0.0342669
AC007952.5,0.0231292
AC007952.6,1.83772
AC007952.7,0.0350516
AC007952.8,0
AC007952.9,2.48714
AC007953.1,0
AC007953.2,0
AC007954.1,0.15955
AC007956.1,0.415993
AC007966.1,0.0622628
AC007967.1,0
AC007967.2,0
AC007967.3,0
AC007967.4,0
AC007969.1,1.48857
AC007969.2,0.346935
AC007991.1,0
AC007991.2,0
AC007991.3,0.259434
AC007991.4,0.16912
AC007992.1,0.0434783
AC007992.2,0
AC007993.1,0
AC007993.2,0.0980568
AC007993.3,0.12544514
AC007996.1,1.69019
AC007998.1,0.0681823
AC007998.2,0
AC007998.3,0.426777
AC007998.4,2.90779
AC007998.5,0
AC008011.1,0
AC008011.2,0
AC008012.1,0
AC008013.1,3.8040895
AC008013.2,4.403792
AC008013.3,0.958768
AC008014.1,3.364766
AC008015.1,0
AC008026.1,1.42408
AC008026.2,0.096103
AC008026.3,0.376318
AC008033.1,0
AC008033.2,0
AC008033.3,1.17211
AC008035.1,2.23381
AC008038.1,28.6819
AC008040.1,1.4946576
AC008040.2,0.0481904
AC008040.3,0
AC008040.4,0.374124
AC008040.5,0.767581
AC008050.1,0.111258
AC008055.1,0.507763
AC008056.1,0
AC008056.2,0.669929
AC008060.1,0.0253186
AC008060.2,0
AC008060.3,0
AC008060.4,0
AC008063.1,0.0728893
AC008063.2,0
AC008065.1,0
AC008066.1,0
AC008067.1,0.2509948
AC008069.1,0
AC008072.1,2.03284
AC008073.1,0.0460951
AC008073.2,0.393873
AC008073.3,0.203534
AC008074.1,0.0665798
AC008074.2,5.23495
AC008079.1,0.578857
AC008080.1,0
AC008080.2,0.0421749
AC008080.3,0
AC008080.4,0.0119446
AC008083.1,0
AC008083.2,1.862273
AC008083.3,0
AC008088.1,0.146604
AC008103.1,0.397324
AC008105.1,1.022598
AC008105.2,1.012048
AC008105.3,6.879611
AC008109.1,0.103983
AC008114.1,0
AC008115.1,0
AC008115.2,6.47319
AC008115.3,8.07251
AC008115.4,0.895175
AC008121.1,0
AC008121.2,0
AC008121.3,0
AC008124.1,2.69331
AC008125.1,0.37177
AC008126.1,0
AC008127.1,0
AC008127.2,0
AC008132.1,0.049295
AC008132.2,0
AC008133.1,0
AC008133.2,0
AC008134.1,0
AC008147.1,0
AC008147.2,0.222615
AC008147.3,0.0931151
AC008147.4,0.114968
AC008149.1,0.775498
AC008154.1,0
AC008154.2,0
AC008155.1,0.106792
AC008155.2,0
AC008162.1,0
AC008162.2,0
AC008163.1,0.01722576
AC008164.1,0
AC008170.1,0
AC008171.1,0.309645
AC008175.1,0.0300865
AC008175.2,0
AC008243.1,0.47224
AC008250.1,0.201773
AC008250.2,0
AC008264.1,0
AC008264.2,0.197223
AC008267.1,0
AC008267.2,0.247015
AC008267.3,0.410007
AC008267.4,0.0490284
AC008267.5,0
AC008267.6,0
AC008267.7,0
AC008268.1,0
AC008269.1,0
AC008269.2,0
AC008277.1,0.0797965
AC008277.2,0
AC008278.1,0.164347
AC008278.2,0.072173
AC008280.1,0.142601
AC008280.2,0.0466435
AC008280.3,0.18241
AC008378.1,0
AC008379.1,0
AC008385.1,0.277972
AC008393.1,0.630172
AC008393.2,0
AC008393.3,0.630172
AC008395.1,1.23
AC008397.1,0
AC008397.2,0.012735
AC008403.1,0.330337
AC008403.2,0
AC008403.3,0.182174
AC008406.1,0
AC008406.2,0
AC008406.3,0
AC008410.1,0
AC008413.1,0
AC008413.2,0
AC008415.1,0.302924
AC008417.1,0.04348
AC008427.1,0
AC008429.1,0.709184
AC008429.2,0
AC008429.3,0
AC008429.4,0.390328
AC008432.1,0
AC008434.1,1.89403
AC008438.1,2.90248
AC008438.2,0.0429266
AC008440.1,0.0649183
AC008440.2,0.305726
AC008440.3,0.0896856
AC008443.1,0.0818683
AC008443.2,4.14856
AC008443.3,0.0603149
AC008443.4,4.584588
AC008443.5,1.1892978
AC008443.6,0.984239
AC008446.1,0
AC008448.1,0.403431
AC008453.1,0
AC008456.1,0
AC008463.1,0
AC008463.2,0.435574
AC008464.1,0
AC008467.1,0.318077
AC008474.1,0.0426012
AC008481.1,0.305533
AC008481.2,0.571808
AC008481.3,0
AC008489.1,0
AC008494.1,0.408889
AC008494.2,0.0859292
AC008494.3,0.750669
AC008496.1,0
AC008496.2,0.486048
AC008498.1,0.762411
AC008498.2,0
AC008505.1,0.00290151
AC008507.1,0.636428
AC008507.2,0.0675383
AC008507.3,0
AC008514.1,0.513333
AC008514.2,0
AC008517.1,0.130454
AC008521.1,0
AC008521.2,0
AC008522.1,1.44236000013078
AC008525.1,0
AC008525.2,0
AC008526.1,0
AC008533.1,0
AC008534.1,0.019132
AC008537.1,0
AC008537.2,1.49158
AC008537.3,0
AC008537.4,0.297549
AC008539.1,0.165731
AC008543.1,0.666237
AC008543.2,0
AC008543.3,0.214765
AC008543.4,0.19026
AC008543.5,0.0216404
AC008549.1,0
AC008549.2,0.638375
AC008549.3,0
AC008550.1,0
AC008551.1,0.880653
AC008554.1,0.380589
AC008555.1,0
AC008555.2,0.2089193
AC008555.3,0
AC008555.4,0
AC008555.5,0.0526862
AC008555.6,0
AC008555.7,0
AC008555.8,0
AC008556.1,0.107184
AC008562.1,0
AC008565.1,0.0483158
AC008567.1,0.197167
AC008567.2,0.422751
AC008568.1,15.504115
AC008568.2,0
AC008569.1,0
AC008569.2,0.640982
AC008571.1,0
AC008572.1,0
AC008574.1,1.90172
AC008575.1,0.30345
AC008581.1,15.2334
AC008581.2,0
AC008588.1,0.340207
AC008591.1,0.0590619
AC008592.1,0.034579
AC008592.2,0
AC008592.3,1.05377
AC008592.4,0.193607
AC008592.5,0.472194
AC008601.1,0
AC008608.1,2.86299
AC008608.2,0.631169
AC008609.1,0.202561
AC008610.1,5.10192
AC008619.1,0
AC008620.1,0
AC008620.2,0
AC008622.1,0
AC008622.2,0.744468
AC008622.3,0
AC008626.1,2.31722
AC008626.2,0.398535
AC008627.1,0
AC008628.1,0
AC008628.2,0
AC008629.1,0.592485
AC008629.2,0.110135
AC008629.3,0
AC008632.1,0.11717
AC008635.1,0.236131
AC008638.1,0
AC008638.2,0
AC008638.3,0
AC008641.1,4.36335
AC008649.1,0.174993
AC008649.2,0.30079
AC008649.3,0.30079
AC008649.4,0.174993
AC008652.1,0.0576624
AC008655.1,0
AC008655.2,1.24269
AC008659.1,2.0013
AC008662.1,2.07187
AC008662.2,0.0787066
AC008663.1,0
AC008663.2,0.2173233
AC008663.3,0.0600999
AC008667.1,0.258877
AC008667.2,1.44156
AC008667.3,0.0448685
AC008667.4,0
AC008669.1,0.497252
AC008676.1,1.107958
AC008676.2,0
AC008676.3,0.0598324
AC008677.1,0.0121902
AC008677.2,0.24546
AC008677.3,0
AC008680.1,0.430485
AC008686.1,5.0027
AC008687.1,0.114186
AC008687.2,0
AC008687.3,0
AC008687.4,1.326098
AC008687.5,0
AC008687.6,0
AC008687.7,0
AC008687.8,0
AC008691.1,0.7710009
AC008694.1,0
AC008694.2,0
AC008695.1,0.0186356
AC008696.1,0
AC008696.2,0.859183
AC008700.1,0
AC008703.1,0.0169185
AC008705.1,0.162093
AC008708.1,0.113395
AC008708.2,0.314323
AC008716.1,0.150564
AC008723.1,0
AC008725.1,0
AC008728.1,1.19499
AC008731.1,0.731275
AC008734.1,0
AC008734.2,0
AC008735.1,1.01367
AC008735.2,9.19758
AC008735.3,0
AC008735.4,2.78453
AC008735.5,0
AC008736.1,4.27148
AC008736.2,2.08957
AC008737.1,0.856431
AC008737.2,0
AC008737.3,0.627583
AC008738.1,0.186588
AC008738.2,1.17905
AC008738.3,0
AC008738.4,0
AC008738.5,0.0238506
AC008738.6,0.0473692
AC008738.7,0
AC008739.1,0
AC008739.2,0.228969
AC008739.3,0
AC008739.4,0
AC008739.5,0
AC008739.6,0
AC008740.1,0
AC008740.2,0
AC008741.1,0
AC008742.1,0.0681525
AC008743.1,0
AC008745.1,0
AC008746.1,0.200674
AC008746.2,0
AC008746.3,0
AC008746.4,0.491955
AC008746.5,0
AC008747.1,0.25368
AC008749.1,0
AC008750.1,0.975793
AC008750.2,0.780597
AC008750.3,0.0702746
AC008750.4,0
AC008750.5,1.77836
AC008750.6,0
AC008750.7,0.740072
AC008750.8,0.75183
AC008751.1,0
AC008751.2,0
AC008752.1,0
AC008752.2,0.029446
AC008752.3,0.132209
AC008753.1,0.142982
AC008753.2,0
AC008753.3,0
AC008758.1,0.0634505
AC008758.2,0.618922
AC008758.3,0
AC008758.4,0.0152398
AC008758.5,0
AC008758.6,0.492018
AC008759.1,0.0209296
AC008759.2,0.231763
AC008759.3,2.95487
AC008760.1,1.51328
AC008760.2,0.809427
AC008761.1,0
AC008761.2,0.593074
AC008761.3,0
AC008763.1,0.70929
AC008763.2,0
AC008763.3,1.37226
AC008764.1,0.0400762
AC008764.10,0
AC008764.2,10.8263
AC008764.3,0.70401
AC008764.4,7.791094
AC008764.5,0
AC008764.6,2.77822
AC008764.7,0.85262
AC008764.8,1.93208
AC008764.9,0
AC008770.1,0
AC008770.2,0.2343142
AC008770.3,0.694323
AC008771.1,0.0695987
AC008780.1,0.216519
AC008780.2,0.209907
AC008781.1,0.368371
AC008781.2,0
AC008781.3,0
AC008782.1,0
AC008785.1,0
AC008794.1,0
AC008794.2,0
AC008798.1,0
AC008799.1,0.120215
AC008799.2,0.0526354
AC008802.1,0.164891
AC008805.1,3.09693
AC008805.2,0.846052
AC008806.1,0
AC008808.1,0
AC008808.2,0
AC008813.1,0.104442
AC008814.1,0
AC008817.1,0.0365347
AC008825.1,0
AC008825.2,0
AC008833.1,0
AC008834.1,0
AC008837.1,0
AC008837.2,0
AC008840.1,4.5644811
AC008850.1,0
AC008852.1,0.0613778
AC008868.1,0
AC008869.1,0.697619
AC008870.1,0
AC008870.2,2.49124
AC008870.3,0.649043
AC008870.4,0.465733
AC008870.5,0
AC008871.1,0.680621
AC008873.1,0
AC008875.1,0.925359
AC008878.1,0.475139
AC008878.2,0
AC008878.3,4.08741
AC008878.4,0
AC008883.1,2.70393
AC008883.2,0.494904
AC008885.1,0
AC008885.2,0
AC008892.1,0
AC008894.1,0.968952
AC008894.2,27.303988
AC008894.3,0
AC008895.1,0
AC008897.1,2.89889
AC008897.2,0.0499499
AC008897.3,1.84408
AC008906.1,3.51386
AC008906.2,0.128256
AC008914.1,0
AC008915.1,1.23183
AC008915.2,0.948663
AC008937.1,0.264222
AC008937.2,0.122295
AC008937.3,1.12449
AC008938.1,0.269566
AC008940.1,0
AC008945.1,0.586986
AC008946.1,2.89133
AC008948.1,0
AC008953.1,0.227616
AC008957.1,27.76357
AC008957.2,0.328298
AC008957.3,0
AC008958.1,0.033414
AC008962.1,0
AC008966.1,1.016266
AC008966.2,0.182802
AC008967.1,0
AC008969.1,3.262115
AC008972.1,0
AC008972.2,0
AC008982.1,0.3231503
AC008982.2,2.69983
AC008982.3,0.3231503
AC008982.4,2.69983
AC008984.1,0.470062
AC008984.2,4.30398e-10
AC008984.3,0
AC008984.4,0.0806163
AC008984.5,0
AC008985.1,0
AC008991.1,0
AC008991.2,0
AC008992.1,0
AC008993.1,0
AC008993.2,0
AC008993.3,0
AC009005.1,3.89293
AC009019.1,0.447908
AC009021.1,0.102515
AC009021.2,0
AC009022.1,0
AC009027.1,0
AC009032.1,0.264275
AC009033.1,0
AC009034.1,0.1540101
AC009035.1,1.12944
AC009039.1,0
AC009039.2,0
AC009041.1,0
AC009041.2,0.161332
AC009041.3,0
AC009041.4,0.51244
AC009044.1,0
AC009052.1,0
AC009053.1,8.320347
AC009053.2,0.326376
AC009053.3,0.192626
AC009053.4,0
AC009054.1,0.609802
AC009054.2,2.3123
AC009055.1,0.0335267
AC009055.2,0.732121
AC009060.1,0.2026438
AC009060.2,0
AC009061.1,0
AC009061.2,3.873238
AC009063.1,0
AC009063.2,0.0459694
AC009063.3,0.0433682
AC009065.1,0.436216
AC009065.2,1.633383
AC009065.3,1.22762
AC009065.4,1.161525
AC009065.5,0.725559
AC009065.6,11.2492
AC009065.7,0
AC009065.8,3.39388
AC009075.1,0.0779914
AC009075.2,0
AC009078.1,0
AC009078.2,0
AC009078.3,0
AC009078.4,0
AC009081.1,0.177094
AC009084.1,0.659404
AC009084.2,0
AC009084.3,0
AC009086.1,0
AC009086.2,0.437123
AC009086.3,0
AC009087.1,4.94221
AC009088.1,0.261153
AC009088.2,0
AC009088.3,0
AC009088.4,0
AC009090.1,3.06853
AC009090.2,0
AC009090.3,2.04588
AC009090.4,0
AC009090.5,0
AC009090.6,0
AC009091.1,0
AC009093.1,0.0360442
AC009093.10,0
AC009093.2,0.1712411
AC009093.3,3.425888
AC009093.4,1.23013
AC009093.5,0.0907459
AC009093.6,1.52553
AC009093.7,0
AC009093.8,0.298173
AC009093.9,0.879849
AC009094.1,0
AC009095.1,0.588479
AC009097.1,0.0888615
AC009097.2,0
AC009097.3,0.180524
AC009097.4,0
AC009101.1,0
AC009102.1,0
AC009102.2,0
AC009102.3,0
AC009107.1,0.212292
AC009107.2,0.970024
AC009108.1,0.0899221
AC009108.2,0
AC009108.3,0.0303112
AC009108.4,0
AC009110.1,0
AC009113.1,1.59599
AC009113.2,0
AC009117.1,0
AC009117.2,0.637247
AC009118.1,1.60226
AC009118.2,0.949694
AC009118.3,1.15563
AC009119.1,0.4668478
AC009119.2,0.176759
AC009119.3,0
AC009120.1,3.92533
AC009120.2,10.0494385
AC009120.3,2.60977
AC009120.4,0.391546
AC009120.5,0.929124
AC009120.6,0
AC009121.1,1.26788
AC009121.2,1.094701
AC009123.1,0.21669
AC009126.1,0.9556115
AC009127.1,1.17155
AC009127.2,0
AC009132.1,0
AC009133.1,10.818592
AC009133.2,2.30781
AC009133.3,2.8238
